Dataset Group,Entity Schema,Entity Name,Dag Last Run Date,Column Name,Data Type,Ordinal Position,Description,Looker Label,D1 Column Name,Vw Column Name,Entity Type,SPROC UPDATE SET,sproc source
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,ROW_SRC,STRING,1,,,,,TABLE,"target.ROW_SRC = source.ROW_SRC,","source.ROW_SRC,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,BILLTO_KUNNR_VBPA,STRING,2,,,,,TABLE,"target.BILLTO_KUNNR_VBPA = source.BILLTO_KUNNR_VBPA,","source.BILLTO_KUNNR_VBPA,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,BSARK_VBAK,STRING,3,,,,,TABLE,"target.BSARK_VBAK = source.BSARK_VBAK,","source.BSARK_VBAK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_AR_DUE_DTE,DATE,4,,,,,TABLE,"target.CALC_AR_DUE_DTE = source.CALC_AR_DUE_DTE,","source.CALC_AR_DUE_DTE,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_COGSMULTNUM,FLOAT64,5,,,,,TABLE,"target.CALC_COGSMULTNUM = source.CALC_COGSMULTNUM,","source.CALC_COGSMULTNUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_ERDAT_VBAK,DATE,6,,,,,TABLE,"target.CALC_ERDAT_VBAK = source.CALC_ERDAT_VBAK,","source.CALC_ERDAT_VBAK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_EXT_NIFO_AMT,NUMERIC,7,,,,,TABLE,"target.CALC_EXT_NIFO_AMT = source.CALC_EXT_NIFO_AMT,","source.CALC_EXT_NIFO_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_EXT_RETAIL_PRICE_AMT,NUMERIC,8,,,,,TABLE,"target.CALC_EXT_RETAIL_PRICE_AMT = source.CALC_EXT_RETAIL_PRICE_AMT,","source.CALC_EXT_RETAIL_PRICE_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_EXT_SALE_COST_AMT,NUMERIC,9,,,,,TABLE,"target.CALC_EXT_SALE_COST_AMT = source.CALC_EXT_SALE_COST_AMT,","source.CALC_EXT_SALE_COST_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_EXT_SELL_AMT,NUMERIC,10,,,,,TABLE,"target.CALC_EXT_SELL_AMT = source.CALC_EXT_SELL_AMT,","source.CALC_EXT_SELL_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_FKDAT_VBRK,DATE,11,,,,,TABLE,"target.CALC_FKDAT_VBRK = source.CALC_FKDAT_VBRK,","source.CALC_FKDAT_VBRK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_ORIG_EXT_SELL_AMT,NUMERIC,12,,,,,TABLE,"target.CALC_ORIG_EXT_SELL_AMT = source.CALC_ORIG_EXT_SELL_AMT,","source.CALC_ORIG_EXT_SELL_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_QTY_MULT_NUM,NUMERIC,13,,,,,TABLE,"target.CALC_QTY_MULT_NUM = source.CALC_QTY_MULT_NUM,","source.CALC_QTY_MULT_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_UNIT_INVOICE_AMT,NUMERIC,14,,,,,TABLE,"target.CALC_UNIT_INVOICE_AMT = source.CALC_UNIT_INVOICE_AMT,","source.CALC_UNIT_INVOICE_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,CALC_UNIT_SELL_AMT,NUMERIC,15,,,,,TABLE,"target.CALC_UNIT_SELL_AMT = source.CALC_UNIT_SELL_AMT,","source.CALC_UNIT_SELL_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,ERDAT_ORIG_VBRP,STRING,16,,,,,TABLE,"target.ERDAT_ORIG_VBRP = source.ERDAT_ORIG_VBRP,","source.ERDAT_ORIG_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,FKART_VBRK,STRING,17,,,,,TABLE,"target.FKART_VBRK = source.FKART_VBRK,","source.FKART_VBRK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,FKIMG_VBRP,NUMERIC,18,,,,,TABLE,"target.FKIMG_VBRP = source.FKIMG_VBRP,","source.FKIMG_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,INSPECTION_CODE_MSR_D_EXECUTED,STRING,19,,,,,TABLE,"target.INSPECTION_CODE_MSR_D_EXECUTED = source.INSPECTION_CODE_MSR_D_EXECUTED,","source.INSPECTION_CODE_MSR_D_EXECUTED,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,IRM_PCBGP_VBRP,STRING,20,,,,,TABLE,"target.IRM_PCBGP_VBRP = source.IRM_PCBGP_VBRP,","source.IRM_PCBGP_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,IRM_PCNUM_EXT_VBRP,STRING,21,,,,,TABLE,"target.IRM_PCNUM_EXT_VBRP = source.IRM_PCNUM_EXT_VBRP,","source.IRM_PCNUM_EXT_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,KUNNR_VBPA,STRING,22,,,,,TABLE,"target.KUNNR_VBPA = source.KUNNR_VBPA,","source.KUNNR_VBPA,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,KWMENG_VBAP,NUMERIC,23,,,,,TABLE,"target.KWMENG_VBAP = source.KWMENG_VBAP,","source.KWMENG_VBAP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,MATNR_MARA,STRING,24,,,,,TABLE,"target.MATNR_MARA = source.MATNR_MARA,","source.MATNR_MARA,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,MATWA_VBRP,STRING,25,,,,,TABLE,"target.MATWA_VBRP = source.MATWA_VBRP,","source.MATWA_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,NETWR_VBRP,NUMERIC,26,,,,,TABLE,"target.NETWR_VBRP = source.NETWR_VBRP,","source.NETWR_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,POSNR_VBAP,STRING,27,,,,,TABLE,"target.POSNR_VBAP = source.POSNR_VBAP,","source.POSNR_VBAP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,POSNR_VBRP,STRING,28,,,,,TABLE,"target.POSNR_VBRP = source.POSNR_VBRP,","source.POSNR_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,PSTYV_VBRP,STRING,29,,,,,TABLE,"target.PSTYV_VBRP = source.PSTYV_VBRP,","source.PSTYV_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,VBELN_VBAP,STRING,30,,,,,TABLE,"target.VBELN_VBAP = source.VBELN_VBAP,","source.VBELN_VBAP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,VBELN_VBRP,STRING,31,,,,,TABLE,"target.VBELN_VBRP = source.VBELN_VBRP,","source.VBELN_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,WERKS_VBRP,STRING,32,,,,,TABLE,"target.WERKS_VBRP = source.WERKS_VBRP,","source.WERKS_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,YYCOGSSTRAT_VBRP,STRING,33,,,,,TABLE,"target.YYCOGSSTRAT_VBRP = source.YYCOGSSTRAT_VBRP,","source.YYCOGSSTRAT_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,YYORIGQTY_VBRP,NUMERIC,34,,,,,TABLE,"target.YYORIGQTY_VBRP = source.YYORIGQTY_VBRP,","source.YYORIGQTY_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,YYORIGSELLPRICE_VBRP,NUMERIC,35,,,,,TABLE,"target.YYORIGSELLPRICE_VBRP = source.YYORIGSELLPRICE_VBRP,","source.YYORIGSELLPRICE_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,YYSELLPRICESTRAT_VBRP,STRING,36,,,,,TABLE,"target.YYSELLPRICESTRAT_VBRP = source.YYSELLPRICESTRAT_VBRP,","source.YYSELLPRICESTRAT_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,YYXBLNR_VBRP,STRING,37,,,,,TABLE,"target.YYXBLNR_VBRP = source.YYXBLNR_VBRP,","source.YYXBLNR_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,ROW_ADD_STP,TIMESTAMP,38,,,,,TABLE,"target.ROW_ADD_STP = source.ROW_ADD_STP,","source.ROW_ADD_STP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,ROW_ADD_USER_ID,STRING,39,,,,,TABLE,"target.ROW_ADD_USER_ID = source.ROW_ADD_USER_ID,","source.ROW_ADD_USER_ID,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,ROW_UPDATE_STP,TIMESTAMP,40,,,,,TABLE,"target.ROW_UPDATE_STP = source.ROW_UPDATE_STP,","source.ROW_UPDATE_STP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR,,ROW_UPDATE_USER_ID,STRING,41,,,,,TABLE,"target.ROW_UPDATE_USER_ID = source.ROW_UPDATE_USER_ID,","source.ROW_UPDATE_USER_ID,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_FKDAT_VBRK,DATE,1,,,,,TABLE,"target.CALC_FKDAT_VBRK = source.CALC_FKDAT_VBRK,","source.CALC_FKDAT_VBRK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,WERKS_VBRP,STRING,2,,,,,TABLE,"target.WERKS_VBRP = source.WERKS_VBRP,","source.WERKS_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,VBELN_VBRP,STRING,3,,,,,TABLE,"target.VBELN_VBRP = source.VBELN_VBRP,","source.VBELN_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,POSNR_VBRP,STRING,4,,,,,TABLE,"target.POSNR_VBRP = source.POSNR_VBRP,","source.POSNR_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,KUNNR_VBPA,STRING,5,,,,,TABLE,"target.KUNNR_VBPA = source.KUNNR_VBPA,","source.KUNNR_VBPA,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,BILLTO_KUNNR_VBPA,STRING,6,,,,,TABLE,"target.BILLTO_KUNNR_VBPA = source.BILLTO_KUNNR_VBPA,","source.BILLTO_KUNNR_VBPA,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,MATNR_MARA,STRING,7,,,,,TABLE,"target.MATNR_MARA = source.MATNR_MARA,","source.MATNR_MARA,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,IRM_PCBGP_VBRP,STRING,8,,,,,TABLE,"target.IRM_PCBGP_VBRP = source.IRM_PCBGP_VBRP,","source.IRM_PCBGP_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,FKART_VBRK,STRING,9,,,,,TABLE,"target.FKART_VBRK = source.FKART_VBRK,","source.FKART_VBRK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,PSTYV_VBRP,STRING,10,,,,,TABLE,"target.PSTYV_VBRP = source.PSTYV_VBRP,","source.PSTYV_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,YYSELLPRICESTRAT_VBRP,STRING,11,,,,,TABLE,"target.YYSELLPRICESTRAT_VBRP = source.YYSELLPRICESTRAT_VBRP,","source.YYSELLPRICESTRAT_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,BSARK_VBAK,STRING,12,,,,,TABLE,"target.BSARK_VBAK = source.BSARK_VBAK,","source.BSARK_VBAK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_COGSMULTNUM,FLOAT64,13,,,,,TABLE,"target.CALC_COGSMULTNUM = source.CALC_COGSMULTNUM,","source.CALC_COGSMULTNUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,YYCOGSSTRAT_VBRP,STRING,14,,,,,TABLE,"target.YYCOGSSTRAT_VBRP = source.YYCOGSSTRAT_VBRP,","source.YYCOGSSTRAT_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,INSPECTION_CODE_MSR_D_EXECUTED,STRING,15,,,,,TABLE,"target.INSPECTION_CODE_MSR_D_EXECUTED = source.INSPECTION_CODE_MSR_D_EXECUTED,","source.INSPECTION_CODE_MSR_D_EXECUTED,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,MATWA_VBRP,STRING,16,,,,,TABLE,"target.MATWA_VBRP = source.MATWA_VBRP,","source.MATWA_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,YY222NUM_VBAK,STRING,17,,,,,TABLE,"target.YY222NUM_VBAK = source.YY222NUM_VBAK,","source.YY222NUM_VBAK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,IRM_PCNUM_EXT_VBRP,STRING,18,,,,,TABLE,"target.IRM_PCNUM_EXT_VBRP = source.IRM_PCNUM_EXT_VBRP,","source.IRM_PCNUM_EXT_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_AR_DUE_DTE,DATE,19,,,,,TABLE,"target.CALC_AR_DUE_DTE = source.CALC_AR_DUE_DTE,","source.CALC_AR_DUE_DTE,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_BSTKD_VBKD,STRING,20,,,,,TABLE,"target.CALC_BSTKD_VBKD = source.CALC_BSTKD_VBKD,","source.CALC_BSTKD_VBKD,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_EXT_SALE_COST_AMT,NUMERIC,21,,,,,TABLE,"target.CALC_EXT_SALE_COST_AMT = source.CALC_EXT_SALE_COST_AMT,","source.CALC_EXT_SALE_COST_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_EXT_NIFO_AMT,NUMERIC,22,,,,,TABLE,"target.CALC_EXT_NIFO_AMT = source.CALC_EXT_NIFO_AMT,","source.CALC_EXT_NIFO_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_EXT_SELL_AMT,NUMERIC,23,,,,,TABLE,"target.CALC_EXT_SELL_AMT = source.CALC_EXT_SELL_AMT,","source.CALC_EXT_SELL_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,NETWR_VBRP,NUMERIC,24,,,,,TABLE,"target.NETWR_VBRP = source.NETWR_VBRP,","source.NETWR_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_UNIT_SELL_AMT,NUMERIC,25,,,,,TABLE,"target.CALC_UNIT_SELL_AMT = source.CALC_UNIT_SELL_AMT,","source.CALC_UNIT_SELL_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_UNIT_INVOICE_AMT,NUMERIC,26,,,,,TABLE,"target.CALC_UNIT_INVOICE_AMT = source.CALC_UNIT_INVOICE_AMT,","source.CALC_UNIT_INVOICE_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_EXT_RETAIL_PRICE_AMT,NUMERIC,27,,,,,TABLE,"target.CALC_EXT_RETAIL_PRICE_AMT = source.CALC_EXT_RETAIL_PRICE_AMT,","source.CALC_EXT_RETAIL_PRICE_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,FKIMG_VBRP,NUMERIC,28,,,,,TABLE,"target.FKIMG_VBRP = source.FKIMG_VBRP,","source.FKIMG_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,KWMENG_VBAP,NUMERIC,29,,,,,TABLE,"target.KWMENG_VBAP = source.KWMENG_VBAP,","source.KWMENG_VBAP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_QTY_MULT_NUM,INT64,30,,,,,TABLE,"target.CALC_QTY_MULT_NUM = source.CALC_QTY_MULT_NUM,","source.CALC_QTY_MULT_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,VBELN_VBAP,STRING,31,,,,,TABLE,"target.VBELN_VBAP = source.VBELN_VBAP,","source.VBELN_VBAP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,POSNR_VBAP,STRING,32,,,,,TABLE,"target.POSNR_VBAP = source.POSNR_VBAP,","source.POSNR_VBAP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,YYXBLNR_VBRP,STRING,33,,,,,TABLE,"target.YYXBLNR_VBRP = source.YYXBLNR_VBRP,","source.YYXBLNR_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,YYORIGQTY_VBRP,NUMERIC,34,,,,,TABLE,"target.YYORIGQTY_VBRP = source.YYORIGQTY_VBRP,","source.YYORIGQTY_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,YYORIGSELLPRICE_VBRP,NUMERIC,35,,,,,TABLE,"target.YYORIGSELLPRICE_VBRP = source.YYORIGSELLPRICE_VBRP,","source.YYORIGSELLPRICE_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_ORIG_EXT_SELL_AMT,NUMERIC,36,,,,,TABLE,"target.CALC_ORIG_EXT_SELL_AMT = source.CALC_ORIG_EXT_SELL_AMT,","source.CALC_ORIG_EXT_SELL_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,CALC_ERDAT_VBAK,DATE,37,,,,,TABLE,"target.CALC_ERDAT_VBAK = source.CALC_ERDAT_VBAK,","source.CALC_ERDAT_VBAK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,ERDAT_ORIG_VBRP,STRING,38,,,,,TABLE,"target.ERDAT_ORIG_VBRP = source.ERDAT_ORIG_VBRP,","source.ERDAT_ORIG_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,ROW_ADD_STP,TIMESTAMP,39,,,,,TABLE,"target.ROW_ADD_STP = source.ROW_ADD_STP,","source.ROW_ADD_STP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,ROW_ADD_USER_ID,STRING,40,,,,,TABLE,"target.ROW_ADD_USER_ID = source.ROW_ADD_USER_ID,","source.ROW_ADD_USER_ID,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,ROW_UPDATE_STP,TIMESTAMP,41,,,,,TABLE,"target.ROW_UPDATE_STP = source.ROW_UPDATE_STP,","source.ROW_UPDATE_STP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_FTPSALEOUT,,ROW_UPDATE_USER_ID,STRING,42,,,,,TABLE,"target.ROW_UPDATE_USER_ID = source.ROW_UPDATE_USER_ID,","source.ROW_UPDATE_USER_ID,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_FKDAT_VBRK,DATE,1,,,,,TABLE,"target.CALC_FKDAT_VBRK = source.CALC_FKDAT_VBRK,","source.CALC_FKDAT_VBRK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,WERKS_VBRP,STRING,2,,,,,TABLE,"target.WERKS_VBRP = source.WERKS_VBRP,","source.WERKS_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,VBELN_VBRP,STRING,3,,,,,TABLE,"target.VBELN_VBRP = source.VBELN_VBRP,","source.VBELN_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,POSNR_VBRP,STRING,4,,,,,TABLE,"target.POSNR_VBRP = source.POSNR_VBRP,","source.POSNR_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,BILLTO_KUNNR_VBPA,NUMERIC,5,,,,,TABLE,"target.BILLTO_KUNNR_VBPA = source.BILLTO_KUNNR_VBPA,","source.BILLTO_KUNNR_VBPA,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,KUNNR_VBPA,NUMERIC,6,,,,,TABLE,"target.KUNNR_VBPA = source.KUNNR_VBPA,","source.KUNNR_VBPA,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,MATNR_MARA,STRING,7,,,,,TABLE,"target.MATNR_MARA = source.MATNR_MARA,","source.MATNR_MARA,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,IRM_PCBGP_VBRP,STRING,8,,,,,TABLE,"target.IRM_PCBGP_VBRP = source.IRM_PCBGP_VBRP,","source.IRM_PCBGP_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,FKART_VBRK,STRING,9,,,,,TABLE,"target.FKART_VBRK = source.FKART_VBRK,","source.FKART_VBRK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,PSTYV_VBRP,STRING,10,,,,,TABLE,"target.PSTYV_VBRP = source.PSTYV_VBRP,","source.PSTYV_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CORP_ACCT_KEY_NUM,INT64,11,,,,,TABLE,"target.CORP_ACCT_KEY_NUM = source.CORP_ACCT_KEY_NUM,","source.CORP_ACCT_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,YYSELLPRICESTRAT_VBRP,STRING,12,,,,,TABLE,"target.YYSELLPRICESTRAT_VBRP = source.YYSELLPRICESTRAT_VBRP,","source.YYSELLPRICESTRAT_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,BSARK_VBAK,STRING,13,,,,,TABLE,"target.BSARK_VBAK = source.BSARK_VBAK,","source.BSARK_VBAK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_COGSMULTNUM,FLOAT64,14,,,,,TABLE,"target.CALC_COGSMULTNUM = source.CALC_COGSMULTNUM,","source.CALC_COGSMULTNUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,YYCOGSSTRAT_VBRP,STRING,15,,,,,TABLE,"target.YYCOGSSTRAT_VBRP = source.YYCOGSSTRAT_VBRP,","source.YYCOGSSTRAT_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,INSPECTION_CODE_MSR_D_EXECUTED,INT64,16,,,,,TABLE,"target.INSPECTION_CODE_MSR_D_EXECUTED = source.INSPECTION_CODE_MSR_D_EXECUTED,","source.INSPECTION_CODE_MSR_D_EXECUTED,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,MATWA_VBRP,NUMERIC,17,,,,,TABLE,"target.MATWA_VBRP = source.MATWA_VBRP,","source.MATWA_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,SALE_ORDER_222_FORM_NUM,STRING,18,,,,,TABLE,"target.SALE_ORDER_222_FORM_NUM = source.SALE_ORDER_222_FORM_NUM,","source.SALE_ORDER_222_FORM_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,IRM_PCNUM_EXT_VBRP,STRING,19,,,,,TABLE,"target.IRM_PCNUM_EXT_VBRP = source.IRM_PCNUM_EXT_VBRP,","source.IRM_PCNUM_EXT_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_AR_DUE_DTE,DATE,20,,,,,TABLE,"target.CALC_AR_DUE_DTE = source.CALC_AR_DUE_DTE,","source.CALC_AR_DUE_DTE,"
